Material,JOB_TYPE,BOARD_TYPE,METAL_CORE_TYPE,HATS_COUPON_TYPE,FAI_TYPE,FINISH_CS,SEL_PLT_CS,NEED_MICROWAVE,EXIST_VCUT,CUST_THK_MEASURE_METOD,SERIAL_NUM,CAM_LAYUP,FINISH_PS,SEL_PLT_PS,EXIST_CU_SPOT,EXIST_CU_FILL,EXIST_SILVER_PRINT,EXIST_LASER,EXIST_SUB,EXIST_IMPEDANCE,EXIST_CU_PASTE,CIRCUIT_TYPE,SAP_HS,SAP_FAMILY_GROUP,PLATED_COUNTERSINK,ETCHBACK,SUPPLY_IN_PCBS_PANEL,EXIST_DR2,SURFACE_CONTAMINATION,COCOON_DEPT_ROUT,VGROOVE_METHOD,PHASE_METHOD,STRAIN_RELIEF,ROUTING_PHASE,PEELABLE,SPEC,COPPER_TYPE_TOP,COPPER_TYPE_BOT,SPOT_TYPE,PASTE_APPLY,SILK,PASTE_TYPE,FAMILY_GROUP,CU_SPOT_SIDE,ETCH_PROTECT_CS,ETCH_PROTECT_PS,COCOON_TYPE,THICKNESS_CALC_METHOD,CUSTOMER,CUSTOMER_REV,ME_DATA_TO_C_FLSTOCKRECEIPT,ME_MTR_GROUP,ME_DATA_TO_C_ASSEMBLY,ME_DATA_TO_C_REMOVAL,PROC_CODE,SM_SIDE,SS_SIDE,CROSS_SEC_NUM,SUPPLY_IN_ARRAY,HS_VENDOR,END_USE_MATERIAL,WRAP_REQUIRMENT,GROUP_B,ALLOW_REJECTS_IN_ARRAY,IMAGE_ENG,CUSTOMER_ITEM,END_CUSTOMER,LEADING_MATERIAL,SM_COLOR_CS,SM_COLOR_PS,SS_COLOR_CS,SS_COLOR_PS,BURIED_RESISTOR_EXIST,BURIED_CAPACITOR_EXIST,CAVITY_EXIST,JOB_NON_STOCK_MATERIAL,AIR_CAVITY,JOB_LASER_TYPE,CARBON
M1K555B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11959,-,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,,,,,,,,,4153-1021-500,10316,M1K555B-A,,,,,,,,,,,
M1K555C-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10316,-,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,ELLAE,4153-1021-500,10316,M1K555C-A,,,,,NO,NO,NO,,,,
M1K589A-A,STANDARD,MILITARY,NONE,NONE,NONE,NONE,NONE,NO,NO,OVER RAW FOIL,NO,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,,NONE,NONE,SCREEN,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,,,,,,,,,1010C194-001,10333,M1K589A-A,,,,,,,,,,,
M1K594A-A,STANDARD,MILITARY,NONE,NONE,NONE,NONE,NONE,YES,NO,OVER PLATED COPPER,YES,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,,NONE,NONE,SCREEN,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER RAW FOIL,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,,,,,,,,,1010D245-001,10333,M1K594A-A,,,,,,,,,,,
M1K623A-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,-,,,,,,,,,,,,,,,,826-0004-001,,,,,,,,,,,,,
M1K623B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_SILV,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,CHM_SILV,NONE,YES,NO,NO,YES,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10190,-,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,PS,PARTIAL,NO,NONE,,,,,,826-0004-001,10190,M1K623B-A,,,,,,,,,,,
M1K623C-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_SILV,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,CHM_SILV,NONE,YES,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10190,-,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,NONE,PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,NONE,826-0004-001,10190,M1K623C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K628A-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K628B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10190,B,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,CS,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,HERZELE,600-2011-676,,M1K628B-A,,,,,,,,,,,
M1K628C-A,STANDARD,MILITARY,NONE,NONE,RC-28,HAL,NONE,NO,NO,OVER ACCESSORY,YES,FOIL,HAL,NONE,YES,NO,NO,NO,NO,NO,NO,FLEX,NO,KAPTON,NO,NO,NO,YES,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER ACCESSORY,10190,B,NONE,IPC 6013 CLASS3,NONE,NONE,ABST,CS,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,HERZELE,600-2011-676,,M1K628C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K629B-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10190,B,,,,,,,,,,,,,,,,826-0003-177,,,,,,,,,,,,,
M1K633B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,LASER,OVER MASK ON PLATED COPPER,12460,A,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,HERZELE,4751-6681-00,,M1K633B-A,,,,,NO,NO,NO,,,,
M1K638B-A,,COMMERCIAL,,,,,,,,,,,,,,,,,,,,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,10341,,NONE,IPC 6012 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K641C-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID FLEX,NO,TEFLON,NO,YES,NO,NO,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RD,OVER MASK ON PLATED COPPER,10160,,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,,,,,,,,,BIRD-DPE-ADAPTOR-ADAPTER,,M1K641C-A,,,,,,,,,,,
M1K641D-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,YES,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RHR-RHU,OVER MASK ON PLATED COPPER,10160,,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NO,HERZELE,BIRD-DPE-ADAPTOR-ADAPTER,,M1K641D-A,,,,,,,,,,,
M1K649B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10610,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,,,,,,1023M442-001,10610,M1K649B-A,,,,,,,,,,,
M1K665B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RDW,OVER MASK ON PLATED COPPER,10160,4,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,HERZELE,FLAME640 V2-A36713,10160,M1K665B-A,,,,,,,,,,,
M1K670C-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,YES,NO,RIGID FLEX,NO,GLASS EPOXY,NO,YES,NO,NO,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,RD,OVER MASK ON PLATED COPPER,10160,1,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,SUBCONTRACTOR  CUSTOMER ROH,,,,,,GA-PROXY-PELICAN-A502492,10160,M1K670C-A,,,,,,,,,,,
M1K671B-A,,MILITARY,,,,HAL,,,,,,,HAL,,,,,,,,,RIGID FLEX,,KAPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K671C-A,STANDARD,MILITARY,NONE,NONE,PER AS9102 REPORT,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,LASER,OVER MASK ON PLATED COPPER,10316,-,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,HERZELE,4153-1190-501,,M1K671C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K708A-A,,,,,,,,,,,,,,,,,,,,,,RIGID FLEX,,,,,,,,,,,,,,IPC 6013 CLASS3,,,,,,,,,,,,,10190,A,,IPC 6013 CLASS3,,,,,,,,,,,,,,600-2017-576,,,,,,,,,,,,,
M1K708B-A,,MILITARY,,,,CHM_GOLD,,,,,,,CHM_GOLD,,,,,,,,,RIGID FLEX,,KAPTON,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K708C-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,CHM_GOLD,NONE,YES,NO,NO,NO,NO,YES,YES,RIGID FLEX,NO,KAPTON,NO,YES,NO,NO,NO,NO,NONE,NONE,YES,NONE,NONE,IPC 6013 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10190,A,NONE,IPC 6013 CLASS3,NONE,NONE,APCB,CS-PS,CS,ALL,NO,NONE,,,,,,600-2017-576,,M1K708C-A,,,,,,,,,,,
M1K727B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,CHM_GOLD,NONE,NO,NO,OVER PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER RAW FOIL,10543,,NONE,MIL PRF 55110G,NONE,NONE,APCB,NONE,CS,PARTIAL,NO,NONE,,,,,,PTRAA10011A,10543,M1K727B-A,,,,,,,,,,,
M1K727C-A,STANDARD,MILITARY,NONE,NONE,PER AS9102 REPORT,CHM_GOLD,NONE,NO,NO,OVER PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER PLATED COPPER,10024,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,PARTIAL,NO,NONE,NO,NONE,NO,NA,OLEGF,PTRA10011A,10208,M1K727C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K754B-A,STANDARD,GENERAL,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,NO,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,12218,B,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS,NONE,NO,NONE,NO,NONE,NO,NA,OLEGF,577HC262,12218,M1K754B-A,,,,,,,,,,,
M1K756B-A,,,,,,,,,,,,,,,,,,,,,,RIGID,,,,,,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,10333,,,IPC 6012 CLASS3,,,,,,,,,,,,,,1093K699-003,,,,,,,,,,,,,
M1K756C-A,STANDARD,MILITARY,NONE,NONE,NONE,FULL_HGLD,NONE,YES,NO,OVER LAMINATE,YES,FOIL,FULL_HGLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,YES,TEFLON,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,ABHS,NONE,CS,PARTIAL,NO,SUPPLIER,NO,NONE,NO,NA,NONE,1093K699-003,,M1K756C-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K756D-A,STANDARD,MILITARY,NONE,NONE,NONE,FULL_HGLD,NONE,NO,NO,OVER PLATED COPPER,NO,FOIL,FULL_HGLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,YES,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,ABHS,NONE,CS,NONE,NO,SUPPLIER,NO,NONE,NO,NA,NONE,1093K699-003,,M1K756D-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K766B-A,,,,,,,,,,,,,,,,,,,,,,RIGID,,,,,,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,10341,,,IPC 6012 CLASS3,,,,,,,,,,,,,,,,,,,,,,,,,,,
M1K766C-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,YES,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,MANUAL,NO,HOLE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A-,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,,,,,2075-32010-00,,M1K766C-A,,,,,,,,,,,
M1K768B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,11275,E,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,NO,NONE,NO,NONE,NO,NA,NONE,119570121,,M1K768B-A,,,,,,,,,,,
M1K782B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,NONE,NONE,NO,NO,OVER LAMINATE,YES,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,MIL PRF 55110G,SIGNAL,,NONE,NONE,SCREEN,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,MIL PRF 55110G,NONE,NONE,APCB,NONE,CS,NONE,NO,NONE,,,,,,1020N794-001,10333,M1K782B-A,,,,,,,,,,,
M1K787B-A,STANDARD,MILITARY,NONE,NONE,PER AS9100 REPORT,NONE,NONE,NO,NO,OVER LAMINATE,YES,FOIL,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,,NONE,NONE,SCREEN,NONE,TEFLON,NONE,ARTWORK,ARTWORK,NONE,OVER LAMINATE,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,ALL,NO,NONE,,,,,,1020N795-001,,M1K787B-A,,,,,,,,,,,
M1K792D-A,STANDARD,GENERAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,YES,YES,NO,NO,NO,NO,NONE,MANUAL,YES,HOLE,NONE,IPC 6013 CLASS2,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,11692,,NONE,IPC 6013 CLASS2,NONE,NONE,ABCL,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,610872852,11692,M1K792D-A,,,,,,,,,,,
M1K792E-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON ACCESSORY,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID FLEX,NO,KAPTON,YES,YES,NO,NO,NO,YES,NONE,MANUAL,YES,HOLE,NONE,IPC 6013 CLASS2,,,NONE,NONE,NONE,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON ACCESSORY,11692,,NONE,IPC 6013 CLASS2,NONE,NONE,ABCL,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,IGORK,610872852,11692,M1K792E-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K809A-A,,COMMERCIAL,,,,,,,,,,,,,,,,,,,,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,10341,,NONE,IPC 6012 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K809B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10341,A,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,NO,NONE,NO,NA,NONE,20573267000,10341,M1K809B-A,,,,,NO,NO,NO,NO,NO,NONE,NO
M1K813B-A,,MILITARY,,,,,,,,,,,,,,,,,,,,RIGID,,,,,,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K813C-A,,MILITARY,,,,,,,,,,,,,,,,,,,,RIGID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K813D-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,CORE,NONE,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,TEFLON,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER PLATED COPPER,10333,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,NONE,CS,NONE,NO,NONE,,,,,,3080B081-001,10333,M1K813D-A,,,,,,,,,,,
M1K816B-A,STANDARD,MILITARY,NONE,NONE,NONE,CHM_GOLD,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,GLASS EPOXY,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10143,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,PARTIAL,NO,NONE,,,,,,PC-8825B,10143,M1K816B-A,,,,,,,,,,,
M1K820B-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,YES,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,YES,NO,YES,YES,RIGID,NO,MIX,NO,YES,YES,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10987,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,,,,,,,,,T10-BARE-BOARD,,M1K820B-A,,,,,,,,,,,
M1K820C-A,STANDARD,COMMERCIAL,NONE,NONE,NONE,CHM_GOLD,NONE,YES,NO,OVER MASK ON PLATED COPPER,YES,FOIL,CHM_GOLD,NONE,NO,NO,NO,YES,NO,YES,YES,RIGID,NO,CERAMIC,NO,YES,NO,NO,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS2,SIGNAL,SIGNAL,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10987,A,NONE,IPC 6012 CLASS2,NONE,NONE,APCB,CS-PS,CS-PS,ONE,NO,NONE,,,,,,T10-BARE-BOARD,,M1K820C-A,,,,,,,,,,,
M1K829A-A,,MILITARY,,,,HAL,,,,,,,HAL,,,,,,,,,RIGID,,GLASS EPOXY,,,YES,,,,,,,,,IPC 6012 CLASS3,,,,,,,,,,,,,,,NONE,IPC 6012 CLASS3,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
M1K829B-A,STANDARD,MILITARY,NONE,NONE,NONE,HAL,NONE,NO,NO,OVER MASK ON PLATED COPPER,YES,FOIL,HAL,NONE,NO,NO,NO,NO,NO,NO,NO,RIGID,NO,GLASS EPOXY,NO,NO,NO,YES,NO,NO,NONE,NONE,NO,NONE,NONE,IPC 6012 CLASS3,MIXED,MIXED,NONE,NONE,SPRINT,NONE,MIX,NONE,ARTWORK,ARTWORK,NONE,OVER MASK ON PLATED COPPER,10015,,NONE,IPC 6012 CLASS3,NONE,NONE,APCB,CS-PS,CS-PS,ALL,YES,NONE,,,,,,6024,10015,M1K829B-A,,,,,,,,,,,
M1K833A-A,,MILITARY,,,,,,,,,,,,,,,,,,,,RIGID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,NONE,NONE,,,,,,,,,,,,,,,,,,,,,,,,,
